abdikovať	отречься	abdikovať	отречься	NFIN;V
narkomanovi	наркомане	narkoman	наркоман	ESS;N;SG
narkomanom	наркоманом	narkoman	наркоман	INS;N;SG
narkomanov	наркоманок	narkoman	наркоманка	ACC;N;PL
narkomanovi	наркоманке	narkoman	наркоманка	ESS;N;SG
narkomanovi	наркоманке	narkoman	наркоманка	DAT;N;SG
narkomanmi	наркоманками	narkoman	наркоманка	INS;N;PL
narkomanom	наркоманкам	narkoman	наркоманка	DAT;N;PL
narkomanom	наркоманкой	narkoman	наркоманка	INS;N;SG
narkomana	наркоманки	narkoman	наркоманка	GEN;N;SG
narkomani	наркоманки	narkoman	наркоманка	N;NOM;PL
narkomanoch	наркоманках	narkoman	наркоманка	ESS;N;PL
narkoman	наркоманка	narkoman	наркоманка	N;NOM;SG
narkomanov	наркоманок	narkoman	наркоманка	GEN;N;PL
narkomana	наркоманку	narkoman	наркоманка	ACC;N;SG
narukovať	записаться	narukovať	записаться	NFIN;V
narásť	возрасти	narásť	возрасти	NFIN;V
narásť	увеличиться	narásť	увеличиться	NFIN;V
naverbovať	записаться	naverbovať	записаться	NFIN;V
navlhčiť	смочить	navlhčiť	смочить	NFIN;V
naznačiť	намекнуть	naznačiť	намекнуть	NFIN;V
naznačiť	предсказать	naznačiť	предсказать	NFIN;V
naznačiť	спрогнозировать	naznačiť	спрогнозировать	NFIN;V
nazvať	наименовать	nazvať	наименовать	NFIN;V
nazývať	наименовать	nazývať	наименовать	NFIN;V
naťahovať	вытянуть	naťahovať	вытянуть	NFIN;V
naťahovať	растянуть	naťahovať	растянуть	NFIN;V
nechta	ногтя	necht	ноготь	GEN;N;SG
necht	ноготь	necht	ноготь	ACC;N;SG
nechtom	ногтям	necht	ноготь	DAT;N;PL
nechtoch	ногтях	necht	ноготь	ESS;N;PL
nechte	ногте	necht	ноготь	ESS;N;SG
nechtami	ногтями	necht	ноготь	INS;N;PL
nechty	ногти	necht	ноготь	ACC;N;PL
nechty	ногти	necht	ноготь	N;NOM;PL
nechtov	ногтей	necht	ноготь	GEN;N;PL
nechtom	ногтем	necht	ноготь	INS;N;SG
nechtu	ногтю	necht	ноготь	DAT;N;SG
necht	ноготь	necht	ноготь	N;NOM;SG
nedeliach	воскресеньях	nedeľa	воскресенье	ESS;N;PL
nedeľami	воскресеньями	nedeľa	воскресенье	INS;N;PL
nedeľou	воскресеньем	nedeľa	воскресенье	INS;N;SG
nedeľu	воскресенье	nedeľa	воскресенье	ACC;N;SG
nedele	воскресенья	nedeľa	воскресенье	GEN;N;SG
nedele	воскресенья	nedeľa	воскресенье	N;NOM;PL
nedeľa	воскресенье	nedeľa	воскресенье	N;NOM;SG
nedeliam	воскресеньям	nedeľa	воскресенье	DAT;N;PL
nedeli	воскресенье	nedeľa	воскресенье	ESS;N;SG
nedeli	воскресенью	nedeľa	воскресенье	DAT;N;SG
nedieľ	воскресений	nedeľa	воскресенье	GEN;N;PL
nedoceniť	недооценить	nedoceniť	недооценить	NFIN;V
nedoceňovať	недооценить	nedoceňovať	недооценить	NFIN;V
nedovoliť	предотвратить	nedovoliť	предотвратить	NFIN;V
nehovoriť	заткнуться	nehovoriť	заткнуться	NFIN;V
nemeckou	германской	nemecký	германский	ADJ;FEM;INS;SG
nemecký	германский	nemecký	германский	ACC;ADJ;INAN;MASC;SG
nemeckých	германских	nemecký	германский	ADJ;ESS;PL
nemeckým	германским	nemecký	германский	ADJ;DAT;PL
nemeckej	германской	nemecký	германский	ADJ;FEM;GEN;SG
nemecké	германское	nemecký	германский	ADJ;NEUT;NOM;SG
nemeckému	германскому	nemecký	германский	ADJ;DAT;NEUT;SG
nemecké	германских	nemecký	германский	ACC;ADJ;PL
nemeckého	германского	nemecký	германский	ADJ;GEN;MASC;SG
nemeckom	германском	nemecký	германский	ADJ;ESS;MASC;SG
nemeckými	германскими	nemecký	германский	ADJ;INS;PL
nemeckému	германскому	nemecký	германский	ADJ;DAT;MASC;SG
nemeckým	германским	nemecký	германский	ADJ;INS;NEUT;SG
nemecké	германские	nemecký	германский	ADJ;NOM;PL
nemecký	германский	nemecký	германский	ADJ;MASC;NOM;SG
nemeckého	германского	nemecký	германский	ADJ;GEN;NEUT;SG
nemeckým	германским	nemecký	германский	ADJ;INS;MASC;SG
nemeckej	германской	nemecký	германский	ADJ;ESS;FEM;SG
nemeckom	германском	nemecký	германский	ADJ;ESS;NEUT;SG
nemeckých	германских	nemecký	германский	ADJ;GEN;PL
nemecká	германская	nemecký	германский	ADJ;FEM;NOM;SG
nemecké	германское	nemecký	германский	ACC;ADJ;NEUT;SG
nemeckú	германскую	nemecký	германский	ACC;ADJ;FEM;SG
nemeckého	германского	nemecký	германский	ACC;ADJ;MASC;SG
nemeckej	германской	nemecký	германский	ADJ;DAT;FEM;SG
nepiť	воздержаться	nepiť	воздержаться	NFIN;V
neuspieť	провалиться	neuspieť	провалиться	NFIN;V
nezasiahnuť	промазать	nezasiahnuť	промазать	NFIN;V
nezasiahnuť	промахнуться	nezasiahnuť	промахнуться	NFIN;V
nádražiach	вокзалах	nádražie	вокзал	ESS;N;PL
nádražie	вокзал	nádražie	вокзал	N;NOM;SG
nádražím	вокзалом	nádražie	вокзал	INS;N;SG
nádraží	вокзалов	nádražie	вокзал	GEN;N;PL
nádražie	вокзал	nádražie	вокзал	ACC;N;SG
nádražiami	вокзалами	nádražie	вокзал	INS;N;PL
nádražia	вокзалы	nádražie	вокзал	N;NOM;PL
nádražia	вокзала	nádražie	вокзал	GEN;N;SG
nádražiam	вокзалам	nádražie	вокзал	DAT;N;PL
nádražiu	вокзалу	nádražie	вокзал	DAT;N;SG
nádraží	вокзале	nádražie	вокзал	ESS;N;SG
nádražie	станцию	nádražie	станция	ACC;N;SG
nádraží	станции	nádražie	станция	ESS;N;SG
nádraží	станций	nádražie	станция	GEN;N;PL
nádražiami	станциями	nádražie	станция	INS;N;PL
nádražiach	станциях	nádražie	станция	ESS;N;PL
nádražiam	станциям	nádražie	станция	DAT;N;PL
nádražiu	станции	nádražie	станция	DAT;N;SG
nádražím	станцией	nádražie	станция	INS;N;SG
nádražie	станция	nádražie	станция	N;NOM;SG
nádražia	станции	nádražie	станция	N;NOM;PL
nádražia	станции	nádražie	станция	GEN;N;SG
nájsť	выявить	nájsť	выявить	NFIN;V
návrhom	предложениям	návrh	предложение	DAT;N;PL
návrhu	предложении	návrh	предложение	ESS;N;SG
návrh	предложение	návrh	предложение	ACC;N;SG
návrhu	предложению	návrh	предложение	DAT;N;SG
návrhom	предложением	návrh	предложение	INS;N;SG
návrhy	предложения	návrh	предложение	N;NOM;PL
návrhov	предложений	návrh	предложение	GEN;N;PL
návrhoch	предложениях	návrh	предложение	ESS;N;PL
návrh	предложение	návrh	предложение	N;NOM;SG
návrhmi	предложениями	návrh	предложение	INS;N;PL
návrhu	предложения	návrh	предложение	GEN;N;SG
návrhu	черновику	návrh	черновик	DAT;N;SG
návrh	черновик	návrh	черновик	N;NOM;SG
návrhu	черновике	návrh	черновик	ESS;N;SG
návrhov	черновиков	návrh	черновик	GEN;N;PL
návrhu	черновика	návrh	черновик	GEN;N;SG
návrh	черновик	návrh	черновик	ACC;N;SG
návrhy	черновики	návrh	черновик	ACC;N;PL
návrhom	черновикам	návrh	черновик	DAT;N;PL
návrhmi	черновиками	návrh	черновик	INS;N;PL
návrhy	черновики	návrh	черновик	N;NOM;PL
návrhom	черновиком	návrh	черновик	INS;N;SG
návrhoch	черновиках	návrh	черновик	ESS;N;PL
nízke	невысокое	nízky	невысокий	ADJ;NEUT;NOM;SG
nízky	невысокий	nízky	невысокий	ACC;ADJ;INAN;MASC;SG
nízkymi	невысокими	nízky	невысокий	ADJ;INS;PL
nízke	невысокое	nízky	невысокий	ACC;ADJ;NEUT;SG
nízkou	невысокой	nízky	невысокий	ADJ;FEM;INS;SG
nízkym	невысоким	nízky	невысокий	ADJ;INS;MASC;SG
nízkom	невысоком	nízky	невысокий	ADJ;ESS;MASC;SG
nízkym	невысоким	nízky	невысокий	ADJ;INS;NEUT;SG
nízku	невысокую	nízky	невысокий	ACC;ADJ;FEM;SG
nízkej	невысокой	nízky	невысокий	ADJ;DAT;FEM;SG
nízkeho	невысокого	nízky	невысокий	ACC;ADJ;MASC;SG
nízka	невысокая	nízky	невысокий	ADJ;FEM;NOM;SG
nízkych	невысоких	nízky	невысокий	ADJ;ESS;PL
nízkemu	невысокому	nízky	невысокий	ADJ;DAT;MASC;SG
nízkych	невысоких	nízky	невысокий	ADJ;GEN;PL
nízke	невысоких	nízky	невысокий	ACC;ADJ;PL
nízkeho	невысокого	nízky	невысокий	ADJ;GEN;MASC;SG
nízkeho	невысокого	nízky	невысокий	ADJ;GEN;NEUT;SG
nízkom	невысоком	nízky	невысокий	ADJ;ESS;NEUT;SG
nízkej	невысокой	nízky	невысокий	ADJ;FEM;GEN;SG
nízky	невысокий	nízky	невысокий	ADJ;MASC;NOM;SG
nízkym	невысоким	nízky	невысокий	ADJ;DAT;PL
nízkej	невысокой	nízky	невысокий	ADJ;ESS;FEM;SG
nízke	невысокие	nízky	невысокий	ADJ;NOM;PL
nízkemu	невысокому	nízky	невысокий	ADJ;DAT;NEUT;SG
nízkeho	низкого	nízky	низкий	ADJ;GEN;NEUT;SG
nízkym	низким	nízky	низкий	ADJ;INS;NEUT;SG
nízke	низкие	nízky	низкий	ADJ;NOM;PL
nízkej	низкой	nízky	низкий	ADJ;ESS;FEM;SG
nízkom	низком	nízky	низкий	ADJ;ESS;NEUT;SG
nízkou	низкой	nízky	низкий	ADJ;FEM;INS;SG
nízkom	низком	nízky	низкий	ADJ;ESS;MASC;SG
nízkej	низкой	nízky	низкий	ADJ;FEM;GEN;SG
nízkej	низкой	nízky	низкий	ADJ;DAT;FEM;SG
nízke	низких	nízky	низкий	ACC;ADJ;PL
nízky	низкий	nízky	низкий	ACC;ADJ;INAN;MASC;SG
nízkym	низким	nízky	низкий	ADJ;DAT;PL
nízke	низкое	nízky	низкий	ACC;ADJ;NEUT;SG
nízkemu	низкому	nízky	низкий	ADJ;DAT;NEUT;SG
nízku	низкую	nízky	низкий	ACC;ADJ;FEM;SG
nízkych	низких	nízky	низкий	ADJ;ESS;PL
nízkych	низких	nízky	низкий	ADJ;GEN;PL
nízkemu	низкому	nízky	низкий	ADJ;DAT;MASC;SG
nízkymi	низкими	nízky	низкий	ADJ;INS;PL
nízkeho	низкого	nízky	низкий	ADJ;GEN;MASC;SG
nízka	низкая	nízky	низкий	ADJ;FEM;NOM;SG
nízkym	низким	nízky	низкий	ADJ;INS;MASC;SG
nízky	низкий	nízky	низкий	ADJ;MASC;NOM;SG
nízke	низкое	nízky	низкий	ADJ;NEUT;NOM;SG
nízkeho	низкого	nízky	низкий	ACC;ADJ;MASC;SG
nížinám	равнинам	nížina	равнина	DAT;N;PL
nížinu	равнину	nížina	равнина	ACC;N;SG
nížiny	равнины	nížina	равнина	N;NOM;PL
nížiny	равнины	nížina	равнина	GEN;N;SG
nížinách	равнинах	nížina	равнина	ESS;N;PL
nížina	равнина	nížina	равнина	N;NOM;SG
nížine	равнине	nížina	равнина	DAT;N;SG
nížin	равнин	nížina	равнина	GEN;N;PL
nížine	равнине	nížina	равнина	ESS;N;SG
nížinou	равниной	nížina	равнина	INS;N;SG
nížinami	равнинами	nížina	равнина	INS;N;PL
nôž	нож	nôž	нож	N;NOM;SG
nožom	ножом	nôž	нож	INS;N;SG
noži	ноже	nôž	нож	ESS;N;SG
nôž	нож	nôž	нож	ACC;N;SG
noža	ножа	nôž	нож	GEN;N;SG
nožov	ножей	nôž	нож	GEN;N;PL
nožu	ножу	nôž	нож	DAT;N;SG
nožom	ножам	nôž	нож	DAT;N;PL
nožoch	ножах	nôž	нож	ESS;N;PL
nožmi	ножами	nôž	нож	INS;N;PL
nože	ножи	nôž	нож	N;NOM;PL
nôž	перо	nôž	перо	ACC;N;SG
nôž	перо	nôž	перо	N;NOM;SG
noža	пера	nôž	перо	GEN;N;SG
nože	перья	nôž	перо	N;NOM;PL
noži	пере	nôž	перо	ESS;N;SG
nožu	перу	nôž	перо	DAT;N;SG
nožov	перьев	nôž	перо	GEN;N;PL
nožom	перьям	nôž	перо	DAT;N;PL
nožoch	перьях	nôž	перо	ESS;N;PL
nožmi	перьями	nôž	перо	INS;N;PL
nožom	пером	nôž	перо	INS;N;SG
obklopiť	завернуть	obklopiť	завернуть	NFIN;V
obklopiť	обернуть	obklopiť	обернуть	NFIN;V
obkolesiť	завернуть	obkolesiť	завернуть	NFIN;V
obkolesiť	обернуть	obkolesiť	обернуть	NFIN;V
obkolesovať	завернуть	obkolesovať	завернуть	NFIN;V
obkolesovať	обернуть	obkolesovať	обернуть	NFIN;V
obnažiť	разоблачить	obnažiť	разоблачить	NFIN;V
obnažiť	раскрыть	obnažiť	раскрыть	NFIN;V
obnoviť	вернуть	obnoviť	вернуть	NFIN;V
obnovovať	вернуть	obnovovať	вернуть	NFIN;V
obrobiť	вырастить	obrobiť	вырастить	NFIN;V
obsadiť	вторгнуться	obsadiť	вторгнуться	NFIN;V
obslúžiť	обслужить	obslúžiť	обслужить	NFIN;V
obstarať	снабдить	obstarať	снабдить	NFIN;V
obveseliť	ободрить	obveseliť	ободрить	NFIN;V
obzerať	уставиться	obzerať	уставиться	NFIN;V
ochabnúť	ослабеть	ochabnúť	ослабеть	NFIN;V
ochabnúť	ослабнуть	ochabnúť	ослабнуть	NFIN;V
ochabovať	ослабеть	ochabovať	ослабеть	NFIN;V
ochabovať	ослабнуть	ochabovať	ослабнуть	NFIN;V
oddestilovať	очистить	oddestilovať	очистить	NFIN;V
odfotiť	снять	odfotiť	снять	NFIN;V
odfotografovať	снять	odfotografovať	снять	NFIN;V
odhaľovať	разоблачить	odhaľovať	разоблачить	NFIN;V
odhaľovať	раскрыть	odhaľovať	раскрыть	NFIN;V
odkrývať	разоблачить	odkrývať	разоблачить	NFIN;V
odkrývať	раскрыть	odkrývať	раскрыть	NFIN;V
odlišovať	различить	odlišovať	различить	NFIN;V
odlákať	отвлечь	odlákať	отвлечь	NFIN;V
odmerať	обмерить	odmerať	обмерить	NFIN;V
odmietať	отвергнуть	odmietať	отвергнуть	NFIN;V
odmietať	отклонить	odmietať	отклонить	NFIN;V
odokryť	разоблачить	odokryť	разоблачить	NFIN;V
odokryť	раскрыть	odokryť	раскрыть	NFIN;V
odokrývať	разоблачить	odokrývať	разоблачить	NFIN;V
odokrývať	раскрыть	odokrývať	раскрыть	NFIN;V
odolávať	выстоять	odolávať	выстоять	NFIN;V
odoprieť	отвергнуть	odoprieť	отвергнуть	NFIN;V
odoprieť	отклонить	odoprieť	отклонить	NFIN;V
odosielať	переслать	odosielať	переслать	NFIN;V
odpaľovať	выстрелить	odpaľovať	выстрелить	NFIN;V
odpisovať	вычесть	odpisovať	вычесть	NFIN;V
odplatiť	отомстить	odplatiť	отомстить	NFIN;V
odplašiť	разубедить	odplašiť	разубедить	NFIN;V
odplácať	отомстить	odplácať	отомстить	NFIN;V
odpočítavať	вычесть	odpočítavať	вычесть	NFIN;V
odpočítať	вычесть	odpočítať	вычесть	NFIN;V
odpáliť	выстрелить	odpáliť	выстрелить	NFIN;V
odpísať	вычесть	odpísať	вычесть	NFIN;V
odpútavať	отвлечь	odpútavať	отвлечь	NFIN;V
odpútať	отвлечь	odpútať	отвлечь	NFIN;V
odrádzať	обескуражить	odrádzať	обескуражить	NFIN;V
odrádzať	разубедить	odrádzať	разубедить	NFIN;V
odrátať	вычесть	odrátať	вычесть	NFIN;V
odrážať	отразить	odrážať	отразить	NFIN;V
odsať	вытолкнуть	odsať	вытолкнуть	NFIN;V
odskakovať	отскочить	odskakovať	отскочить	NFIN;V
odslúžiť	обслужить	odslúžiť	обслужить	NFIN;V
odstreliť	выстрелить	odstreliť	выстрелить	NFIN;V
odsávať	вытолкнуть	odsávať	вытолкнуть	NFIN;V
odsúhlasiť	авторизовать	odsúhlasiť	авторизовать	NFIN;V
odsúhlasovať	авторизовать	odsúhlasovať	авторизовать	NFIN;V
odviesť	отвлечь	odviesť	отвлечь	NFIN;V
odvrátiť	отвлечь	odvrátiť	отвлечь	NFIN;V
odzrkadľovať	отразить	odzrkadľovať	отразить	NFIN;V
odčítať	вычесть	odčítať	вычесть	NFIN;V
ohne	костры	oheň	костёр	ACC;N;PL
oheň	костёр	oheň	костёр	N;NOM;SG
ohňami	кострами	oheň	костёр	INS;N;PL
ohňoch	кострах	oheň	костёр	ESS;N;PL
oheň	костёр	oheň	костёр	ACC;N;SG
ohňom	кострам	oheň	костёр	DAT;N;PL
ohňu	костру	oheň	костёр	DAT;N;SG
ohňa	костра	oheň	костёр	GEN;N;SG
ohne	костры	oheň	костёр	N;NOM;PL
ohňom	костром	oheň	костёр	INS;N;SG
ohňov	костров	oheň	костёр	GEN;N;PL
ohni	костре	oheň	костёр	ESS;N;SG
ohňa	огня	oheň	огонь	GEN;N;SG
oheň	огонь	oheň	огонь	N;NOM;SG
ohňom	огнём	oheň	огонь	INS;N;SG
ohňoch	огнях	oheň	огонь	ESS;N;PL
ohňom	огням	oheň	огонь	DAT;N;PL
oheň	огонь	oheň	огонь	ACC;N;SG
ohňami	огнями	oheň	огонь	INS;N;PL
ohňov	огней	oheň	огонь	GEN;N;PL
ohňu	огню	oheň	огонь	DAT;N;SG
ohne	огни	oheň	огонь	N;NOM;PL
ohni	огне	oheň	огонь	ESS;N;SG
ohňov	пожаров	oheň	пожар	GEN;N;PL
ohňoch	пожарах	oheň	пожар	ESS;N;PL
ohňom	пожаром	oheň	пожар	INS;N;SG
ohni	пожаре	oheň	пожар	ESS;N;SG
oheň	пожар	oheň	пожар	ACC;N;SG
ohňu	пожару	oheň	пожар	DAT;N;SG
ohňami	пожарами	oheň	пожар	INS;N;PL
ohne	пожары	oheň	пожар	ACC;N;PL
ohňa	пожара	oheň	пожар	GEN;N;SG
ohňom	пожарам	oheň	пожар	DAT;N;PL
ohne	пожары	oheň	пожар	N;NOM;PL
oheň	пожар	oheň	пожар	N;NOM;SG
ohnúť	изогнуть	ohnúť	изогнуть	NFIN;V
ohnúť	скрутить	ohnúť	скрутить	NFIN;V
október	октябрь	október	октябрь	N;NOM;SG
októbra	октября	október	октябрь	GEN;N;SG
októbrami	октябрями	október	октябрь	INS;N;PL
októbrom	октябрям	október	октябрь	DAT;N;PL
októbre	октябри	október	октябрь	N;NOM;PL
októbri	октябре	október	октябрь	ESS;N;SG
októbrom	октябрём	október	октябрь	INS;N;SG
októbroch	октябрях	október	октябрь	ESS;N;PL
októbru	октябрю	október	октябрь	DAT;N;SG
október	октябрь	október	октябрь	ACC;N;SG
októbrov	октябрей	október	октябрь	GEN;N;PL
okáliť	уставиться	okáliť	уставиться	NFIN;V
oltáre	алтари	oltár	алтарь	ACC;N;PL
oltároch	алтарях	oltár	алтарь	ESS;N;PL
oltárom	алтарём	oltár	алтарь	INS;N;SG
oltármi	алтарями	oltár	алтарь	INS;N;PL
oltárov	алтарей	oltár	алтарь	GEN;N;PL
oltáru	алтарю	oltár	алтарь	DAT;N;SG
oltárom	алтарям	oltár	алтарь	DAT;N;PL
oltár	алтарь	oltár	алтарь	ACC;N;SG
oltára	алтаря	oltár	алтарь	GEN;N;SG
oltáre	алтари	oltár	алтарь	N;NOM;PL
oltári	алтаре	oltár	алтарь	ESS;N;SG
oltár	алтарь	oltár	алтарь	N;NOM;SG
oprávňovať	авторизовать	oprávňovať	авторизовать	NFIN;V
organizovať	расположить	organizovať	расположить	NFIN;V
organizovať	расставить	organizovať	расставить	NFIN;V
orgazmu	оргазму	orgazmus	оргазм	DAT;N;SG
orgazmom	оргазмам	orgazmus	оргазм	DAT;N;PL
orgazme	оргазме	orgazmus	оргазм	ESS;N;SG
orgazmov	оргазмов	orgazmus	оргазм	GEN;N;PL
orgazmoch	оргазмах	orgazmus	оргазм	ESS;N;PL
orgazmu	оргазма	orgazmus	оргазм	GEN;N;SG
orgazmus	оргазм	orgazmus	оргазм	ACC;N;SG
orgazmy	оргазмы	orgazmus	оргазм	N;NOM;PL
orgazmus	оргазм	orgazmus	оргазм	N;NOM;SG
orgazmy	оргазмы	orgazmus	оргазм	ACC;N;PL
orgazmom	оргазмом	orgazmus	оргазм	INS;N;SG
orgazmami	оргазмами	orgazmus	оргазм	INS;N;PL
orloch	орлицах	orol	орлица	ESS;N;PL
orlom	орлицей	orol	орлица	INS;N;SG
orlom	орлицам	orol	орлица	DAT;N;PL
orla	орлицы	orol	орлица	GEN;N;SG
orly	орлиц	orol	орлица	ACC;N;PL
orlovi	орлице	orol	орлица	ESS;N;SG
orla	орлицу	orol	орлица	ACC;N;SG
orlovi	орлице	orol	орлица	DAT;N;SG
orlami	орлицами	orol	орлица	INS;N;PL
orlov	орлиц	orol	орлица	GEN;N;PL
orol	орлица	orol	орлица	N;NOM;SG
orly	орлицы	orol	орлица	N;NOM;PL
orla	орла	orol	орёл	GEN;N;SG
orol	орёл	orol	орёл	N;NOM;SG
orlovi	орле	orol	орёл	ESS;N;SG
orloch	орлах	orol	орёл	ESS;N;PL
orlovi	орлу	orol	орёл	DAT;N;SG
orlov	орлов	orol	орёл	GEN;N;PL
orla	орла	orol	орёл	ACC;N;SG
orlami	орлами	orol	орёл	INS;N;PL
orly	орлы	orol	орёл	N;NOM;PL
orlom	орлам	orol	орёл	DAT;N;PL
orlom	орлом	orol	орёл	INS;N;SG
oslabovať	ослабеть	oslabovať	ослабеть	NFIN;V
oslabovať	ослабнуть	oslabovať	ослабнуть	NFIN;V
osmiu	осмию	osmium	осмий	DAT;N;SG
osmiu	осмии	osmium	осмий	ESS;N;SG
osmia	осмия	osmium	осмий	GEN;N;SG
osmium	осмий	osmium	осмий	N;NOM;SG
osmiom	осмием	osmium	осмий	INS;N;SG
osmium	осмий	osmium	осмий	ACC;N;SG
osušiť	высохнуть	osušiť	высохнуть	NFIN;V
osvojiť	удочерить	osvojiť	удочерить	NFIN;V
osvojiť	усыновить	osvojiť	усыновить	NFIN;V
otierať	вытереть	otierať	вытереть	NFIN;V
otrieť	вытереть	otrieť	вытереть	NFIN;V
otroka	невольника	otrok	невольник	GEN;N;SG
otrokom	невольником	otrok	невольник	INS;N;SG
otroka	невольника	otrok	невольник	ACC;N;SG
otrokom	невольникам	otrok	невольник	DAT;N;PL
otrokoch	невольниках	otrok	невольник	ESS;N;PL
otrokov	невольников	otrok	невольник	ACC;N;PL
otrokov	невольников	otrok	невольник	GEN;N;PL
otrokovi	невольнику	otrok	невольник	DAT;N;SG
otrokovi	невольнике	otrok	невольник	ESS;N;SG
otrokmi	невольниками	otrok	невольник	INS;N;PL
otroci	невольники	otrok	невольник	N;NOM;PL
otrok	невольник	otrok	невольник	N;NOM;SG
otroka	раба	otrok	раб	ACC;N;SG
otrokoch	рабах	otrok	раб	ESS;N;PL
otrokom	рабом	otrok	раб	INS;N;SG
otrok	раб	otrok	раб	N;NOM;SG
otrokom	рабам	otrok	раб	DAT;N;PL
otroka	раба	otrok	раб	GEN;N;SG
otrokov	рабов	otrok	раб	GEN;N;PL
otrokovi	рабе	otrok	раб	ESS;N;SG
otroci	рабы	otrok	раб	N;NOM;PL
otrokovi	рабу	otrok	раб	DAT;N;SG
otrokmi	рабами	otrok	раб	INS;N;PL
otrokovi	рабе	otrok	раба	ESS;N;SG
otrok	раба	otrok	раба	N;NOM;SG
otrokom	рабой	otrok	раба	INS;N;SG
otrokoch	рабах	otrok	раба	ESS;N;PL
otroci	рабы	otrok	раба	N;NOM;PL
otrokov	раб	otrok	раба	GEN;N;PL
otrokmi	рабами	otrok	раба	INS;N;PL
otroka	рабу	otrok	раба	ACC;N;SG
otroka	рабы	otrok	раба	GEN;N;SG
otrokovi	рабе	otrok	раба	DAT;N;SG
otrokom	рабам	otrok	раба	DAT;N;PL
otroka	рабыни	otrok	рабыня	GEN;N;SG
otrokoch	рабынях	otrok	рабыня	ESS;N;PL
otrokovi	рабыне	otrok	рабыня	DAT;N;SG
otrokom	рабыням	otrok	рабыня	DAT;N;PL
otroka	рабыню	otrok	рабыня	ACC;N;SG
otrok	рабыня	otrok	рабыня	N;NOM;SG
otrokmi	рабынями	otrok	рабыня	INS;N;PL
otrokov	рабынь	otrok	рабыня	ACC;N;PL
otroci	рабыни	otrok	рабыня	N;NOM;PL
otrokovi	рабыне	otrok	рабыня	ESS;N;SG
otrokom	рабыней	otrok	рабыня	INS;N;SG
otrokov	рабынь	otrok	рабыня	GEN;N;PL
ovce	овечек	ovca	овечка	ACC;N;PL
ovce	овечку	ovca	овечка	ACC;N;SG
ovcou	овечкой	ovca	овечка	INS;N;SG
ovciam	овечкам	ovca	овечка	DAT;N;PL
ovce	овечки	ovca	овечка	GEN;N;SG
ovcami	овечками	ovca	овечка	INS;N;PL
ovci	овечке	ovca	овечка	ESS;N;SG
oviec	овечек	ovca	овечка	GEN;N;PL
ovciach	овечках	ovca	овечка	ESS;N;PL
ovce	овечки	ovca	овечка	N;NOM;PL
ovca	овечка	ovca	овечка	N;NOM;SG
ovci	овечке	ovca	овечка	DAT;N;SG
ovcami	овцами	ovca	овца	INS;N;PL
ovce	овцы	ovca	овца	N;NOM;PL
ovce	овцы	ovca	овца	GEN;N;SG
ovca	овца	ovca	овца	N;NOM;SG
ovci	овце	ovca	овца	ESS;N;SG
ovciach	овцах	ovca	овца	ESS;N;PL
ovciam	овцам	ovca	овца	DAT;N;PL
ovce	овцу	ovca	овца	ACC;N;SG
ovcou	овцой	ovca	овца	INS;N;SG
ovce	овец	ovca	овца	ACC;N;PL
ovci	овце	ovca	овца	DAT;N;SG
oviec	овец	ovca	овца	GEN;N;PL
ovinúť	завернуть	ovinúť	завернуть	NFIN;V
ovinúť	обернуть	ovinúť	обернуть	NFIN;V
ovíňať	завернуть	ovíňať	завернуть	NFIN;V
ovíňať	обернуть	ovíňať	обернуть	NFIN;V
ošklbať	ободрать	ošklbať	ободрать	NFIN;V
ošklbať	содрать	ošklbať	содрать	NFIN;V
oťarchavieť	забеременеть	oťarchavieť	забеременеть	NFIN;V
oživiť	оживить	oživiť	оживить	NFIN;V
oživovať	оживить	oživovať	оживить	NFIN;V
oživovať	ожить	oživovať	ожить	NFIN;V
ožrana	алкоголика	ožran	алкоголик	GEN;N;SG
ožranov	алкоголиков	ožran	алкоголик	GEN;N;PL
ožranovi	алкоголике	ožran	алкоголик	ESS;N;SG
ožrani	алкоголики	ožran	алкоголик	N;NOM;PL
ožranoch	алкоголиках	ožran	алкоголик	ESS;N;PL
ožranmi	алкоголиками	ožran	алкоголик	INS;N;PL
ožranom	алкоголикам	ožran	алкоголик	DAT;N;PL
ožranov	алкоголиков	ožran	алкоголик	ACC;N;PL
ožran	алкоголик	ožran	алкоголик	N;NOM;SG
ožranovi	алкоголику	ožran	алкоголик	DAT;N;SG
ožrana	алкоголика	ožran	алкоголик	ACC;N;SG
ožranom	алкоголиком	ožran	алкоголик	INS;N;SG
ožranom	пьяницам	ožran	пьяница	DAT;N;PL
ožranmi	пьяницами	ožran	пьяница	INS;N;PL
ožrana	пьяницу	ožran	пьяница	ACC;N;SG
ožranovi	пьянице	ožran	пьяница	DAT;N;SG
ožran	пьяница	ožran	пьяница	N;NOM;SG
ožrani	пьяницы	ožran	пьяница	N;NOM;PL
ožranov	пьяниц	ožran	пьяница	GEN;N;PL
ožranovi	пьянице	ožran	пьяница	ESS;N;SG
ožrana	пьяницы	ožran	пьяница	GEN;N;SG
ožranom	пьяницей	ožran	пьяница	INS;N;SG
ožranoch	пьяницах	ožran	пьяница	ESS;N;PL
padnúť	обвалиться	padnúť	обвалиться	NFIN;V
padnúť	осесть	padnúť	осесть	NFIN;V
padnúť	поддаться	padnúť	поддаться	NFIN;V
